tid,text
926922133900443648,ASTHMA https://t.co/xnzRk3pBYK
927581547770925056,Complications of #asthma. https://t.co/IjcD20gqc9
926615849678536705,"#Asthma #Drug May Slow #Brain Damage Multiple: https://t.co/JpAYDRxxqt, https://t.co/VCsBHlSHsW https://t.co/sSYa46pjTW"
926861458851295232,a la mode mold occurring at the #BlendersPrideFashionTour @bpft2017 #tastelifeinstyle
923927197026361344,"RT @gizm0j0e2: *Two old ladies in a Cafe*

Doris: ""Did you come on the bus""?

Ethel: ""Yes, but I made it look like an Asthma attack"""
927041100325548032,Dude has pneumonia and is using a volcano  #LivePD
922984148209242113,El Carmel Point: Weezing  til 17:36:34(4m 10s). https://t.co/a5PfaRhDwM
927506327856918528,"Supervisor okayed me staying home to deal with said tiredness and sinus shenanigans

She is a delight"
925568675217887234,Consuming fish during pregnancy reduces asthma risk in newborns - Deccan Chronicle https://t.co/vJCK6K9YL9
923881011494076416,Asthma strikes again 
927565697944825857,"The thing I hate about the heat, is the lightning that comes with the rain after the blazing heat. PTA was on steroids today!"
925658322115682304,The latest Asthma Weekly Roundup! https://t.co/gyBNP8bAsf Thanks to @SBLewisSB @Lulurealfood @unfoldandbegin # #health
926482627938344960,Asthma!
925203778956967936,Asthma*
926909937141407745,"RT @DreamingPanda1: It's Friday night &amp; I'm drinking a lot of

WATER! 

Prepping for IV #steroids tmrrow &amp; hoping there's a good vein"
926463257409306625,Asthma.
927283400423112710,FFS. She had pneumonia and took a 2 day break. The election was a year ago. How is this still even a thing? https://t.co/VXxm8lpIz5
927579971043975169,"5. I love both dogs and cats, but I'm so highly allergic to cats I could never own one, which makes me sad :( its mostly the asthma."
927539242791833600,Midland TX USA - MDI/Lab Instrument Clinical Analyst - Coordinate the activities of vendor staff EITS staff and ... https://t.co/J49v7fxN9p
926819896448704512,"RT @HloniNyetanyane: My tax returns have been audited for past 2yrs without audit outcome. Suddenly #Sars is on steroids against a book!!
#"
927058380547608576,RT @_mariplum: This photoset gave me an asthma attack what the fuck https://t.co/xevux3HGE2
926130420412018695,Obese children may have more asthma complications https://t.co/YCHkKm5F0H
927595681635885056,@Mikel_Jollett Also Advil cold n sinus regulated.U can only buy 1 n ID is needed.Need stronger gun back ground chec https://t.co/KstHrlSTMt
927585864062046208,Excited to be bringing 1st localised @i2iPharmacist asthma workshop to Surrey in early 2018. @npclinpharm championing this. Watch this space
925164922551578624,"Eat Kiwi - Asthma, wheezing, Coughing and colon cancer especially in children can be prevented."
925362835412025345,excuuuuseee my skin asthma https://t.co/4Vpo20FiUW
925280167966199808,this is summer! were kids! I can barely breathe! im having a fucking asthma attack!
926880039181758464,Is mold lurking in your front-loading washing machine? https://t.co/9Tdbmf9rCk
926751284585041921,Mold is blanketing Puerto Rico making it difficult for many to breathe. https://t.co/4iCk5QKwZh
927663903361740801,"I'm becoming so fragile a gust of wind will give me pneumonia, goddamn"
927628533119246336,@WorldWideRizz Yeah Klays game is his on steroids
926801511425986561,would love to stop sneezing. thanks allergies.
926130961699491840,Obese children may have more asthmacomplications https://t.co/5WtzV4iRY9
927626190847913985,"imagine takin one big ol huff of 
this stuff straight into your lungs. your
childrens, childrens gon have asthma. https://t.co/nMLvNpEDer"
924986796617891841,This asthma shit is gonna get the best of me
927097658367463424,"@osaxxx_ True, that American is a beast on steroids"
923923574947270661,We are still using many of the same drugs administered in the same ways for #asthma. #connect2health Text messages can double inhaler use
927631656629960705,"RT @RVacchianoSNY: Jets WR Jeremy Kerley said he was ""shocked"" when he tested positive for Turinabol and swears ""I have never used steroids"
925617496744448000,Going out with asthma in this weather is suicide
926569965771255809,My asthma really holding me back
923744665282719744,My asthma &amp; panic attacks are stressed induced so sometimes I just need a distraction but have no one to talk to.
924560269426221056,RT @TypicaIDickhead: I was in California and I had the worst asthma attack ever and almost died they couldnt find the hospital it was c 
925746909498740737,I cant tell you how many times my teachers think Im having an asthma attack in class because you guys do this stu https://t.co/8hJ6LxzhEF
925267992803467264,"The asthma medication montelukast (Singulair, Merck) is linked to increased reports of depression and nightmares i https://t.co/dGnFmi4olh"
927651831446093825,"@neontaster I think what got their dander up was your stance on the provenance of mans rights, and not the firearm question specifically."
924494175424401408,in the future fascist paradise my asthma and social anxiety will excuse me from difficult labor of any kind. my role will be gay furry hater
924293087651758081,dinner.... with asthma  https://t.co/rArDp24pjd
926180930146000896,Onetime Injectable Dexamethasone Adm Orally in a Pediatric Emergency Department for Asthma Exacerbation https://t.co/8rnwkcgrQG
927412927254032386,Asthma kicking my ass today
924964110843838465,San Diego: Weezing TTH: 04:49:25am [9m 21s] https://t.co/26MrWxD7Kx | https://t.co/lQioPzs0yh
924278666196008962,"@Aristocratiquez + and anytime, maybe even making those who have asthma wheezing!""

No, Alisa. Just no."
926893355757461506,@washingtonpost @JoePerticone What is she doing??!!!!!!!!!! I had walking pneumonia - 3 days of antibiotics and it https://t.co/O8oRXNaS1I
926238284446969857,"Anti Asthma Drugs Market Analysis By Industry Share, Revenue, Growth &amp; Global Foresight to 2022 https://t.co/QNsI8MML9t"
926327875632025600,"RT TheTimesofMalta ""Obese children may have more asthma complications https://t.co/i4sYjylL7d https://t.co/fj5ypNzAe9"""
927423070402371584,FYI: #asthma AstraZeneca Asthma Candidate Tralokinumab Fails 2 Phase III Trials: AstraZeneca acknowledged today https://t.co/92O7kX9Ww8
926878796581621762,Phuck brick weed. Mold infested over cured BULLSHEET
927299338149220352,And I hate mosquito could because sinus 
927389228362862592,Saint Charles #IL #USA - Universal Banker NMLS 1 - 135 Smith Road St. Charles IL - S. Bank break the mold ... https://t.co/NPFbJjVbZF #WORK
924454135839080449,woke up gasping for air. god asthma
926292538406862849,Did you go outside today other than to smoke a cigatette  Yes i had to get my asthma meds https://t.co/QcAWEbYRlr
926026824584282114,"It's 4 in the morning, my inhaler is lost, and ya girl is having an asthma attack."
926130080534863873,Obese children may have more asthma complications https://t.co/CJV9RM59W5 https://t.co/jj38hyEO5w
925667214023450624,"Having asthma and not being able to find your inhaler, welcome to my life"
926997036284571649,The fact that about with pneumonia would be enough to make her (and whoever was in her phones) consider such a move is alarming tho.
926672520052436992,....no asthma. The girl on the phone relays this with mildly confused concern but carries on her call.
927091654884020224,Only the natural self is real. If you're not natural and you take steroids then everything you accomplish doesn't exist. You don't exist.
927479423250477056,asthma :(((
926449220789440513,Fish oil or fish consumption? New recommendations for pregnant women trying to prevent childhood asthma. https://t.co/i3wSzW18ca
927140038638473216,"Horrible seeing my stepdad fall so ill with pneumonia, really confirms why Im doing what Im doing "
927656617952403456,@pashulman Particulate air pollution is a risk factor for asthma - it contributes to elevated asthma rates among urban children. (2)
926662813220835328,"Migraine today mixed with an asthma filled month and the general rundown feeling of meds, and I'm STILL better than https://t.co/uU6tC6EwPF"
926075234272374785,Your smokey scent is inflating my asthma
927631787249033216,i went to the doc and they gave me a shot of steroids in my butt so lifes great https://t.co/5uWcXJPMSp
926266336623329281,"@dateswhitecoats @screamingmd Im one who gets it religiously (Im getting mine tomorrow, in fact-thanks, asthma!)
I see your point, though."
927617815280017410,@ContraryMary Thats good. Hope you feel better soon. Sinus infections are the WORST.
927532496131985414,i have a sinus headache i am ready to end it all
925207435937239040,Asthma symptoms to watch out for https://t.co/GSK2uLR7fC
922969272615342082,"imagine: 
youre on a date with Tom at Olive Garden when he has an asthma attack and has to be rushed to the hospit https://t.co/qawMS8COBn"
926566562756218881,What a lovely evening! Except the asthma attack I'm trying to hide from the bonfire 
927536250793463809,People with asthma &amp; other respiratory conditions are being urged by health leaders to get their free flu jab https://t.co/xsT1HYgIZs
926084111382564864,Looks like the Air Quality Index will be in the moderate category today in Douglas County. #asthma #CleanAir https://t.co/CCbtzHxsaU
924354591935926272,Can cannabis treat asthma? Jerusalem experts to find out #MMJ #CBD - https://t.co/s438ZFgwNj
923894948050718720,New asthma clinical trial: Effects of Bevespi on Ventilation and Gas Exchange Abnormalities in COPD Assessed by 12 https://t.co/p7EZpIZNPS
925226216994623488,"Over 100 genetic risk factors for asthma, hay fever and eczema identified https://t.co/KcFKcGmndF"
924637370305208322,There's nothing like your asthma medicine causing a coughing fit. 
927286185755643904,"John McCain suffers cancer; receives massive empathy. 

Hillary Clinton suffers pneumonia; vilification galore. Sex https://t.co/yC8ZXO3fW4"
927400782944616449,Anabolic androgenic steroids may be associated with early coronary artery disease https://t.co/HxUUEnqSy4
926761452458852353,MOLD INSPECTOR TEE SHIRT - Products - Restoration Board Community https://t.co/iaJo152WgH
926920125789458432,@devitolessons thank you!!! An advil cold &amp; sinus helped a bit
927036621240852480,Butcher on steroids has been my most anticipated project to drop of the year and its probably not comin till next year @BennyBsf 
926492781543006209,Preganant moms who consume fish and fish oil reduce the risk of children with #asthma. #fisheries https://t.co/YP5UWdCRk6
926330923615969280,Obese children may have more asthma complications https://t.co/O6wobpO7mp
925738461776306176,RT @itsalyssalynn: asthma and cold weather do not mix well and it sucks
927486404766158849,"RT @bigreegs1985: *Sees huge guy at the gym*
Me: Do you take steroids?
*Guy spends 15 minutes talking me thru his diet plan*
Me: When do yo"
927291952097300481,air pollution exposure over a 5-year period is associated with increased risk of #asthma and poor #lung function https://t.co/y66nTuvj8I
926999744714481664,13/ To do this kind of work you need specialized hardware. A lot of it.  Think the kind of stuff needed for mining bitcoin but on steroids.
927365888449409024,"@SamsungMobileUS Ah, American advertising is on steroids hahahahahah, i hate you guys"
925649922619334657,RT @ftcompanies: AstraZeneca discloses disappointing results from asthma drug trial https://t.co/GpxDkFPuVl
926852287712120832,"Based on @GregMcElroy 's description of the penalty, I think it should have been holding, not DPI, in Wisc game. Th https://t.co/UjbJOQVUhg"
926444938002337793,RT @Sly_SportsNews: Ozil has failed his medical for Arsenal by a dust-induced asthma attack after seeing the trophy room. #TransferDeadline
927217696177053696,#Asthma is personal &amp; affects people differently. Check out Lungprint to reveal info about your unique experience: https://t.co/fOwif1Moqw
925354339954319360,"@MrSportOfficial I love &amp; prefer Dr Davis' Wheat Belly way of eating as I lost 50lbs, my asthma &amp; allergy meds are https://t.co/ylFUkNpRdI"
926328124433874944,The writer makes the most insane comparison between birth control and asthma meds. Shouldnt they both be accessibl https://t.co/d5BifWERKK
926742865866211329,We love this style at @inkfamlifestyle . Pieces like this break the mold of the traditional https://t.co/nv7s7B3ccJ
922862916814233600,@Dawn69168606 Im finishing 2 hours earlier tomorrow as I have asthma review but Im out shopping for my client.
922942291832115201,Weezing  'til 15:15:31 (29m 29s)(Mojave/LunaRd/395/Amthyst). https://t.co/cAUqBBHNsZ
923889743330463749,"#Halloween2017 presents particular challenges and dangers t to people with #asthma. 
@averilpower, #CEO of https://t.co/nDg6zgQ0AZ"
922865212730085377,Pretty sure my ass just obtained asthma
922973601908887552,"Football. Overcoming dementia. A dog with asthma. The South. Walking for homeless veterans. #ValleyRoad has it all.

https://t.co/Hd5bZ2ILsk"
927061553874112512,@JonnyBones Stop using steroids
926191208409440256,@thablackadonis Stress &amp; my asthma trigger it everytime
922884209223589888,"This #surgery can #treat #asthma.
https://t.co/9z86wl0kkd https://t.co/HZcdKyA9fa"
927207712026394624,"@PujanggaMalam @TotallyMUFC Lingard is autistic, id rather take Mkhi in a wheel chair than Lingard with steroids, fucking awful player"
926539604601245699,"Yo can my asthma chill for a sec, I dont want to sound like a damn squeaky toy anymore "
927287987834060803,RT @emilyssantoro: you got asthma bc you got ass ma
927302554656104448,@TshepoTMotsepe @justicemalala Teletubbies on steroids 
925282035073105920,im probably gonna be allergic and its gonna make my asthma flare up but I WILL SUFFER FOR WHO I LOVE
927632779654832128,"Last minute emergency  - by Troy P.

I had a major tooth ache and sinus infection on Wednesday, just recently.... https://t.co/0JYwNgUNxg"
926924363244417024,@chaseoblack @elohimmusic Pneumonia is really rough. Sending some love over the Internet!
926810916208779266,RT @BKPinot: https://t.co/YlESSpA2TX Making wines with low histamine levels with no more than 0.5 mg/l. https://t.co/v3gyteuapv
927522075778080768,"Coz peanuts
And fk asthma 
HAHA https://t.co/09XW5LWKLH"
923844413821980672,"Exposed to smoke increases a childs risk of ear infection, bronchitis, pneumonia, asthma attacks &amp;meningitis#lovebumphttp://bit.ly/2kXSxW8"
922901281592823808,*excercise-induced asthma https://t.co/B2XDcp6GBL
926897042068303872,RT @gratefulfoodie: Good reminder: talk to your doc regarding your unique protocol as asthma &amp; other conditions  impact reactions 
927592018166951936,"Could the anti-inflammatory effects of CBD help asthma sufferers? Two Israeli scientists hope to find out.
https://t.co/vUgdiupkmz"
924853812078268416,I had asthma just driving by the Mala Luna parking lot
926338952054935552,"@scheafferoo yes in a catholic school youd be homesick everyday but how can you fake asthma, How?!"
923984575461720064,RT @_BabyLira: Asthma pump ready  https://t.co/k5640hD4H8
926460055494545408,"RT @soleimani_v: remote #respiratory assessment @majidmirmehdi @theotherdodd @NorthBristolNHS #COPD #Asthma
https://t.co/lJg3rZXRb3 "
923742457384316928,FYI: asthma coughing attacks kill muses.
925709388970635265,AstraZeneca #asthma therapy tralokinumab flops at Phase 3 https://t.co/1e5ElWmoNX #pharma
927386751919951872,my chest hurts and maybe it's my asthma but maybe it's my heart
927259100332875776,I forget what marathon my X ran but his fastest time ever was 2:40. He barely ran any race prior &amp; w asthma he did amazing. So proud of him.
924473788162560000,@JustinWorth721 holy moly ur avi just gave me asthma ur so hot
924488569250447361,"RT @TruArtHustler: @ClipperKyle You can tell from his breathing its his asthma .. he need to be easy ,,, Gallo needs to step up"
926880050531540992,This cold weather has me sneezing so much
926845912244203520,"Mazda, Joest Begin U.S. Testing Program With Revised DPi  Sportscar365 https://t.co/ueJlImktCz"
925588325045559296,worst thing is i can already feel the damn thing spreading to my lungs oh joys anyone want some pneumonia with a side of asthma? :)
923911437071810561,Dogs may protect against childhood eczema and asthma https://t.co/kSoswvV7Yn
927253967310123008,"Apples a source of phytochemicals, studies linked apples with reduced risk; cancers heart disease asthma diabetes https://t.co/9rz2BypyOi"
925632186480443392,Food That Cure Asthma https://t.co/iwCyeYXCp4 via @YouTube
927105356383240194,"thanks for thinking of Copeland! Turns out she has pneumonia, we got an antibiotic for her she seems allot better! Love you!"
926844249794072576,IS THAT WHY SUNGYEOL BEEN PUMPING STEROIDS
925346782565060610,Vitamin D Deficiency May Make Asthma Worse   https://t.co/iXzQM03gsB https://t.co/X2BHre0Rfr
927228278116700161,@Maxxwith2xs IM WEEZING
926368210290642944,Shortlisted in 3 categories for #asthma &amp; #NHSGo Proud &amp; humbled to be part of it! Great to see so many #Londoners https://t.co/Qo2erXoO8o
926912741587193857,Anabolic androgenic steroids may be associated with early coronary artery disease https://t.co/N90qIChujY
924385641550569472,RT @Harfizu: @iamMrDray Na asthma be that guy.... Buy inhaler.
924793634821730304,@OgxChiefPotters I got asthma...
924484230758977536,RT @milliewolffx: Chars asthma is pissin me off
927541987678437376,@Autosnap1 I apparently have a severe dust mite allergy which has brought on asthma. I need to do something about i https://t.co/k6K6KI2Wtm
927610958251511808,"When cold season joins forces with asthma, its time for the https://t.co/pB8XC45Reu"
922896291004157952,RT @vaoaoga: This heat is messing w my asthma I cant even deal
926791102753116160,"Remember, kids of low-income, urban areas disproportionately have asthma. https://t.co/T0QI1I9Lzm"
924425980499804161,Asthma Cure: Home Remedies by Om Krishna Uprety https://t.co/sDh0ib5hnh via @amazon
926890508915486720,RT @MalteseAnna: @allanbrauer Her new excerpt in WaPo also says she recommended acupuncture to Clinton for her pneumonia.
922962648546922496,"RT @JamalGreaves: Chase a cheque never chase a bitch

First of all I got asthma my nigga"
924436006132002816,Gwynnie is getting used to some new asthma meds...so I'll be back on Monday &lt;3 https://t.co/u1hFxx9LKe
927325134964346880,That was like the dashe but on steroids
924390626648641537,#Treatment Insomnia prevalent in patients with asthma - Shared from https://t.co/bPBUoZ4lMq. [https://t.co/KsZHME5PDA] #Patients
926997432549937157,Fear is finally getting a baby to sleep and sneezing
925676685831258112,Asthma control in adolescents 10 to 11 y after exposure to the World Trade Center disaster. https://t.co/UUYv5oSzgJ
926698178094731264,Wild Bear Charms silicone mold craft mold https://t.co/rRBNJezz6v https://t.co/4CP07AmNjI
923772304877748224,"RT @jacionline: Genome-wide interaction study of dust mite allergen on lung function in children with asthma, https://t.co/0b5h3SMcRE"
923737250684432386,Fucking hate asthma all I want to do is stop coughing and be able to sleep 
926469799563223040,Raid on Weezing! Available until 11:24:52am (1h 1m) in South West SF. https://t.co/pTjNoMdV1q
926792266328432640,"@Yerxppvcion @GarboGaBrie Raid de mewtwo en ese gym, donde hicimos el weezing"
925781720363819008,@realDonaldTrump Asthma and ther respiratory disease up 27%. Thanks Donny.
926781274102022144,Silentzzz  helps with opening airways naturally due to snoring / sleep apnea/asthma breathlessness https://t.co/8reEpXNolo
925824487349735424,"#PrecisionMedicine in #Asthma 

A look at phenotypes 
Joan Reibman MD

#CHEST2017 https://t.co/j5ouUR3MRR"
926782758109810688,"If you don't say ""fuck"" after sneezing multiple times in a row then idk"
925938238220410881,"Asthma UK bonfire night WARNING: Charity alerts public to ... - #Health
https://t.co/XJth7CyxjH
First published on: https://t.co/PaTD8bpd4d"
926500156119310336,my asthma on lock today 
927655817834360832,when im smoking i either feel like i have the lungs of an olympic smoker or an infant with asthma
925577400208916481,"Researchers identify genetic risk factors for asthma, hay fever, eczema - https://t.co/hjj4oXaS6z via https://t.co/FEcbTlVj9s"
926107074089627648,"RT @AndrewLegon: Faking an asthma attack each and every week - until my PE teacher banned me from getting my inhaler 

Which is when "
927404043391057921,...It's so interesting how things come into one's life; that Susan was confined bc of septic pneumonia and as a result returned to the
927599619198025728,@kaydargs what happens if i have a sinus infection and am bedridden
924820470033272832,My asthma is running wild
924805680057401344,#bawalmagkasakit asthma go away pleaseeeeee 
927648277574668288,@RealSkipBayless 8-1. NFC leaders. Wentz left arm &gt; Dak on steroids.
925263597147688960,What is occupational #asthma? Find out here: https://t.co/xYQQKOoVHw
926616073650167808,Weezing  until 18:31:22 (27m 5s)(Riverside). https://t.co/FkFtlgfdfG
925110081137475584,"Scientists identify genetic risk factors for asthma, hay fever, eczema | The New Daily https://t.co/4qAb5CYr5D"
927477990828724224,Well I'm up and completely miserable of course. First I had a sinus infection then that went away and I started... https://t.co/jgBAylCkOB
926418657902759936,"What's really in your shampoo?Dangers Synthetic Scents Include Cancer, Asthma, Kidney Damage and More by @drjoshaxe https://t.co/ZEEfYY8Fm2"
926822307418406913,"@ReivunBatora 

forsaken memories of his asthma attacks as a child. Fueled with the anxiety of seeing such apparit https://t.co/ucz6Mgn79K"
927368843302920192,"RT @_wxldchxld__: Wtf students w asthma gets 30 minutes extra during exam but not students w cancer. Nice la M'sia
#spm2k17"
927359766762020864,"""Drug repurposing may be a quicker and cheaper approach to new treatments for allergy and asthma https://t.co/2e4sZQv1Jj"""
927253778926940161,"Ear Cleanse, Eye Wash, Tongue Cleanse, Deep Clean Hair, Coconut oil pulling, steam bath, sauna, sinus cleanse. All to love myself."
924990752081444869,RT @yannntancrede: Cant chase shit.. i got asthma https://t.co/ikSAKUCheR
926413172415725569,unknown: Weezing  til 05:07:03(28m 55s). https://t.co/B7qz9kNPoG
926717997930213376,RT @SallyGriffin000: Stay safe &amp; well with your #asthma this weekend if you're going to a bonfire/fireworks party! Take your reliever i 
927473871296614400,RT @nuaire: HEPA versus ULPA Filters. What makes the most sense in your biosafety cabinet https://t.co/ea54LEUaI4
927355716532350978,RT @sarahssawyerr: Root and Shaw gave me an asthma attack 2K17 @nicoIehvught @chysmaggie
926571123638116352,Temecula: Weezing til 16:05:01(59m 18s). https://t.co/ocxONpUxYP
926478913722871808,I'm so glad only one of my kids got asthma and eczema instead of all 3.
926807200965816320,"My head is throbbing, my throat hurts, Im sneezing... fuck this"
924306544858103808,"RT @Aller_MD: The latest Allergy, Asthma &amp; Immunology! https://t.co/Nqs9H29Msz Thanks to @ProfAndrewMac # #paam2017"
927415151678099456,@mithisa_motho @Thabiso_Dlamini PROOF of offshore accounts for SUPER rich.  Tax evasion on steroids.
927223762176692224,RT @ClinExpAllergy: Editor's choice: increasing prevalence of asthma - free for view in November: https://t.co/PlWpdEZKJs https://t.co/Khw6
925777768046088192,"Raid Jefe: Weezing
IV: 15/15/15 (100%)
PC: 12318
tackle fast, sludge bomb
Nivel: 2
Termina: 11:32 AM
https://t.co/1t5V2X0u64"
927398038922055680,"I just want to breath, stop sneezing every 5 seconds, oh yea and get some sleep "
927085788516331520,Finally fell asleep and my asthma said sike! Not tonight! 
927002342305751041,"//Having sinus issues?

//Take Benadryl!

//You cant sneeze if youre unconscious"
925705557008420864,Can I used expired asthma inhaler? https://t.co/7pW6safaue
927460281575452672,Brian Turyabgye and Besufekad Shifferaw have created a life jacket that detects pneumonia. Kind thing that makes you believe in humanity.
925332429060972544,"RT @NCTEXTS127: taeyong: heavy breathing turns me on
jaehyun: i got asthma"
927389677392457728,Well today want crazy i woke up with a sinus headache want to sleep and woke up with a stomach virus  i hope things get better
923591186316693504,"RT @BrokenDex: Weezing loves to deliver powerful attacks bounce endlessly once was born from its toxic tentacles, rush to treetops and"
926888421460709376,@SamGrittner @ndmann55 To be fair we have really been lagging behind in asthma attacks and lung cancer diagnoses.
924261876904742913,"@ABC Its already cost us (wildfires, droughts, hurricanes, flooding, etc). Millions of kids have developed asthma from the air quality."
926703141361541121,blister packaging machine and mold for MEDICAL PILLS by VeeTech https://t.co/K4WuCTToEz need experienced person in packaging of blisters f
926999598115229696,RT @_YvonneBurton: @JackPosobiec she's fine it's just a case of noncontagious pneumonia right @ScottPelley oh wait Scott ? anybody out ther
924364800095916032,"If a girl could take my breath away like my asthma attacks do, I'd be set!"
926850458588676097,that can't be DPI
927274711461097472,@cope_dmc @EddieHearn Are you an idiot? He was fighting Ortiz who got banned for steroids. Stiverne was on the undercard and stepped in.
923724887616819201,This is insane??? I have asthma and competed in martial arts tournaments for years... https://t.co/SbDFCuGDXp
926815471692693506,"513LBP Cancer The Crab Mold - Signs of the Zodiac Flexible Silicone Mold, Cake Decoration Fondant, Chocolate ... - https://t.co/0VZ5FSrTcM"
923911258621038595,Dogs may protect against childhood eczema and asthma https://t.co/Q9UkI6vRxz #health #medicine
927536468758708225,Murrieta: Weezing til 06:31:34(29m 53s). https://t.co/naF0aZOm6d
924818459141144576,Asthma shit
926846698172841987,@realDonaldTrump Racist on steroids! Slandering all First Americans! You are hated all over the world!
927225363570352129,EXCLUSIVE: Donna Brazile told Hillary Clinton to get checked for pneumonia on September 9th last year
925515985804808193,When youre the only person in your group that can roll YET the only person that cant roll cos of FUCKING asthma 
922867745028423680,My asthma is so bad today Im skipping class and locking myself inside from this awful weather 
927589407628189696,"#NasalPolyps symptoms: #nasalobstruction, #nasalcongestion, sneezing, postnasal drip, runny nose, facial pain, chronic infections."
925169914222059521,RT @Whatnow49ers: @drnoir33 @votolatino They'd control the air we breathe if they could.  Instead they pollute it and sell asthma and aller
925361856566489090,Dogs protect against childhood eczema and asthma https://t.co/fys3sxYSdS
926832633325043715,RT @LearntheHeart: Sinus Tachycardia #ECG  rarely primary disorder requiring SA node ablation. Treat underlying disorder. #USMLE https://t
927163142689476608,@SamInteractive Giving people asthma while taking their means to pay for it away. This is the best administration!
926403445342470144,@McFleet711 @DrJenGunter Or her argument that the lack of mandate to fully cover asthma drugs means other drugs sho https://t.co/yMEsgEpoNK
922913146242703360,"If it doesn't open you like a flower, kiss you like the rain and leave you breathless like my asthma , it isn't love"
926550136112771073,RT @stacykirui: Janelle Monae is queer? Suddenly my asthma has been cured.
926885479848361984,Downtown: Weezing TTH: 12:24:52pm [29m 58s] https://t.co/Mz3sI0VPqm | https://t.co/eEk2YJHR68
926852438283272192,Anabolic androgenic steroids may be associated with early coronary artery disease https://t.co/ba8k7JoRNI
923914024957480960,Dogs may protect against childhood eczema and asthma Two new studies show there may be even more reason to love yo https://t.co/32a9a6zXtP
923284914618773504,Weezing  until 13:56:37 (29m 8s)(Riverside). https://t.co/2vhk6LMXMB
922977588766748672,i think i just laughed myself into an asthma attack im wheezing omfg
927643021553930240,Thunderstorm asthma: who's at risk and how to manage it #manage https://t.co/1FqiIgNZqX https://t.co/2MidmxITTn
926671343701102592,WELCOME TO ASTHMA JAMS THE MUSIC SHOW FOR COOL KIDS WITH ASTHMA TODAY WE'LL BE DOING OUR FAVORITE DANCE CALLED THE INHALER
923301870675804160,i have asthma https://t.co/nM8oo6nTGr
927263800616800256,Feds boutta watch this and inspect for steroids in 3....2....1 https://t.co/hC8doydeKf
923834795226009600,"#Pollution is major cause for diseases in present, with pollution arrives
#asthma. https://t.co/NPwKiHSRSs"
927313643993288705,If the doctor will diagnose asthma in me then Im about to die during tour without the inhaler djjddjjxjx https://t.co/mFkHmChfQq
926948222190391296,Pneumonia is linked to poor dental health. Could brushing your teeth prevent lung infections? https://t.co/I7uuOPO6b9
923858595581542400,HEALTHeWeather Launches DailyBreath!  Helps Allergy and Asthma Sufferers Avoid Severe Allergy Symptoms and Asthma https://t.co/cxdcZdoJbV
927210388382539776,RT @MamuKiBhanji: Salman criticising Arshi over making fun of Heena's asthma when he literally defended Sheelpa for mental torture.  #BB11
923833867676434432,RT @YaseenarabiYa: Near-fatal asthma treated effectively by ECMO https://t.co/g38C63APVk
925216667671638017,"Proven safe &amp; effective pantangal ng
Skin Asthma, Psoriasis, Pimples, Scars, sugat, alergy, any skin Disease po

Pm https://t.co/ZBMPK227Mc"
926911442804146176,Penguin Rice Mold https://t.co/VPqn64lGYa #Penguin #RiceMold https://t.co/Dt1QlKrQxo
927232642151583744,"@ilona_andrews My allergies have def been worse lately, but dont present like yours. Im more sinus/chest congesti https://t.co/lDdFmW08or"
926877531667681281,#Ozone Generators and Interior #Mold Remediation: A Recipe for Disaster https://t.co/yhOZJQcsyH #moldsensitized https://t.co/SNikzNesSh
927588910766723073,@nytimes He converted to Islam &amp; his wife wouldn't. He beat her &amp; her child &amp; has been stalking her. Domestic violence on Islamic steroids!
927074219153936385,I havent wheezed in my sleep since I was 6  I think my asthma coming back 
926485307679215616,@ZEUSofQLF I wanna start running to help me control my asthma. Idk where to start
927145363617861632,"RT @Majood_1993:  Hints about : ( for Medicine 1 &amp; 2 ) 
- Pneumonia .
- Anti- HTN Rx.
- Interstitial lung Dz.
#kku_med 
#SMLE "
925539754338324481,RT @jkuhnhenn: Thanks @realDonaldTrump for increasing my sons asthma risk and endangering his access to affordable health care. https://t.
927577692077281280,@Schustee That would be easier to deal with than this evil sinus/cough bullshit that's overtaken my body.
925408230070800384,"@Snagret oh no, do you have asthma?"
924948589851348992,"Bee Sting Therapy for Multiple Sclerosis. Yes and it has a name Apitherapy
#alternative #pollen #beeswax https://t.co/7hPQyFdIPI"
925872796982480897,@VerifiedAsia Bitch I was on ft with Dalicia  and dead had an asthma attack
925424083017306112,Mom I think I have asthma no fuck that shit you have anxiety okkkkkk 
927321074035056641,i was born in the morning and then it was so humid and then i was a little too much of a sinus headache so im not https://t.co/3nQe3DXqwe
925672489891573760,https://t.co/eMu0N6fBeL - An asthma patient in every house https://t.co/4QjhzxaiCH
926723734085435392,I literally cannot go to sleep because I'm either coughing or sneezing
926828012087029762,"And all that glitters is gold
Only shooting stars break the mold"
926499229031387136,"Do OCPs ""cure"" dysmenorrhea? Well, no. But neither do author's inhalers cure her asthma. As is often the case, ""cure"" isn't clinical goal"
927529342862839808,RT @OConnor_Company: Two great products we offer that have just earned asthma &amp; allergy friendly Certification. #BreathEasy #AirPurfiers h
925377759026786304,"having a panic attack, anxiety attack, and an asthma attack all at once during the school day is pretty grand"
926162640396746756,Our teacher was complaining to the class about people coughing while Shelby was having an asthma attack and I laughed so hard I cried
926174354592890881,"As someone who suffered childhood asthma, I'd like this asshole to choke on ""particulate matter"" until his lungs bl https://t.co/z5n9I3rWTY"
924850039062659072,Did the debka so hard I had an asthma attack
